product name, amount in pack, unit, cal, price
ingredient6917, 8, pcs, 29.4, 5.69
ingredient6918, 50, g, 606.6, 16.99
ingredient6919, 400, ml, 432.0, 8.29
ingredient6920, 500, ml, 782.0, 14.19
ingredient6921, 500, ml, 556.4, 13.89
ingredient6922, 400, g, 462.2, 7.19
ingredient6923, 1100, ml, 632.9, 7.99
ingredient6924, 150, g, 399.8, 19.39
ingredient6925, 200, g, 738.6, 8.49
ingredient6926, 500, ml, 694.5, 10.89
ingredient6927, 500, g, 445.4, 16.69
ingredient6928, 500, ml, 164.2, 17.99
ingredient6929, 200, ml, 288.1, 17.59
ingredient6930, 50, g, 736.4, 5.59
ingredient6931, 250, g, 258.1, 17.99
ingredient6932, 600, ml, 747.1, 12.39
ingredient6933, 550, g, 201.5, 9.69
ingredient6934, 550, g, 718.3, 4.29
ingredient6935, 400, g, 291.2, 12.69
ingredient6936, 250, g, 670.0, 17.19
ingredient6937, 100, g, 668.2, 13.29
ingredient6938, 1000, ml, 386.1, 13.79
ingredient6939, 300, ml, 605.9, 1.59
ingredient6940, 100, g, 786.9, 2.39
ingredient6941, 400, ml, 220.0, 3.09
ingredient6942, 300, ml, 757.7, 4.69
ingredient6943, 200, ml, 659.0, 10.19
ingredient6944, 800, ml, 334.4, 8.99
ingredient6945, 500, g, 178.1, 9.29
ingredient6946, 550, g, 448.9, 5.39
ingredient6947, 2, pcs, 49.9, 14.59
ingredient6948, 1100, ml, 270.6, 15.69
ingredient6949, 6, pcs, 111.1, 12.59
ingredient6950, 1000, ml, 614.5, 7.09
ingredient6951, 400, g, 88.0, 0.69
ingredient6952, 450, g, 279.2, 5.29
ingredient6953, 300, g, 661.3, 8.09
ingredient6954, 300, g, 465.5, 10.69
ingredient6955, 400, g, 628.2, 11.49
ingredient6956, 350, g, 608.3, 14.79
ingredient6957, 100, ml, 791.9, 17.79
ingredient6958, 400, ml, 72.7, 19.29
ingredient6959, 9, pcs, 118.0, 14.99
ingredient6960, 200, g, 115.0, 2.69
ingredient6961, 3, pcs, 91.4, 14.19
ingredient6962, 1000, ml, 158.2, 11.59
ingredient6963, 1000, ml, 696.1, 13.09
ingredient6964, 400, ml, 543.7, 1.69
ingredient6965, 700, ml, 779.5, 8.69
ingredient6966, 300, ml, 446.5, 16.29
ingredient6967, 4, pcs, 39.6, 14.19
ingredient6968, 1100, ml, 329.6, 16.89
ingredient6969, 400, ml, 454.4, 2.69
ingredient6970, 100, ml, 208.9, 1.69
ingredient6971, 2, pcs, 118.5, 3.79
ingredient6972, 500, g, 306.1, 9.49
ingredient6973, 50, g, 498.8, 9.39
ingredient6974, 350, g, 577.5, 12.19
ingredient6975, 100, g, 293.2, 4.29
ingredient6976, 900, ml, 74.6, 10.89
ingredient6977, 7, pcs, 46.7, 18.49
ingredient6978, 800, ml, 131.8, 19.79
ingredient6979, 700, ml, 101.6, 12.19
ingredient6980, 500, g, 225.2, 9.09
ingredient6981, 300, ml, 277.4, 11.69
ingredient6982, 100, g, 722.1, 2.69
ingredient6983, 11, pcs, 62.3, 6.59
ingredient6984, 300, ml, 512.3, 2.19
ingredient6985, 900, ml, 591.4, 19.79
ingredient6986, 50, g, 200.2, 7.39
ingredient6987, 500, ml, 240.7, 12.09
ingredient6988, 100, ml, 743.3, 16.09
ingredient6989, 400, g, 487.3, 1.49
ingredient6990, 150, g, 137.9, 6.69
ingredient6991, 5, pcs, 97.3, 16.49
ingredient6992, 200, g, 160.8, 7.49
ingredient6993, 50, g, 741.6, 11.99
ingredient6994, 500, ml, 756.3, 3.69
ingredient6995, 100, ml, 288.9, 4.09
ingredient6996, 400, g, 606.9, 12.39
ingredient6997, 1, pcs, 62.4, 17.39
ingredient6998, 700, ml, 589.3, 16.39
ingredient6999, 300, g, 283.0, 19.39
ingredient7000, 250, g, 576.1, 2.49
ingredient7001, 10, pcs, 59.4, 1.99
ingredient7002, 550, g, 714.1, 19.49
ingredient7003, 400, ml, 475.0, 15.89
ingredient7004, 350, g, 594.8, 2.69
ingredient7005, 150, g, 792.9, 4.79
ingredient7006, 300, g, 112.3, 5.89
ingredient7007, 500, g, 504.0, 16.39
ingredient7008, 250, g, 762.1, 7.29
ingredient7009, 400, ml, 378.1, 11.39
ingredient7010, 400, g, 29.6, 14.09
ingredient7011, 150, g, 528.4, 17.79
ingredient7012, 500, g, 179.1, 3.39
ingredient7013, 6, pcs, 91.1, 14.69
ingredient7014, 1000, ml, 28.9, 16.99
ingredient7015, 900, ml, 18.8, 9.59
ingredient7016, 250, g, 228.4, 15.79
ingredient7017, 300, g, 613.0, 17.19
ingredient7018, 550, g, 747.3, 15.19
ingredient7019, 2, pcs, 15.0, 18.79
ingredient7020, 350, g, 10.9, 2.19
ingredient7021, 1000, ml, 651.7, 10.29
ingredient7022, 150, g, 58.9, 19.69
ingredient7023, 800, ml, 88.6, 3.29
ingredient7024, 200, g, 481.2, 2.09
ingredient7025, 100, g, 545.6, 12.89
ingredient7026, 300, ml, 614.4, 14.59
ingredient7027, 6, pcs, 156.0, 5.39
ingredient7028, 1000, ml, 550.9, 7.99
ingredient7029, 400, ml, 432.5, 12.39
ingredient7030, 200, g, 16.4, 13.89
ingredient7031, 350, g, 406.6, 19.19
ingredient7032, 600, ml, 531.4, 16.29
ingredient7033, 500, ml, 449.8, 16.29
ingredient7034, 800, ml, 709.5, 17.69
ingredient7035, 500, g, 359.7, 14.59
ingredient7036, 450, g, 551.6, 14.39
ingredient7037, 450, g, 324.1, 15.89
ingredient7038, 700, ml, 57.2, 7.79
ingredient7039, 6, pcs, 30.8, 17.79
ingredient7040, 300, ml, 654.8, 17.69
ingredient7041, 150, g, 333.0, 12.39
ingredient7042, 500, g, 341.9, 17.69
ingredient7043, 1, pcs, 78.4, 11.69
ingredient7044, 500, ml, 93.4, 17.09
ingredient7045, 800, ml, 541.8, 3.09
ingredient7046, 350, g, 99.7, 5.19
ingredient7047, 300, g, 391.6, 6.19
ingredient7048, 150, g, 85.5, 19.89
ingredient7049, 200, ml, 301.3, 14.39
ingredient7050, 250, g, 37.2, 3.69
ingredient7051, 550, g, 778.7, 19.49
ingredient7052, 150, g, 323.7, 2.19
ingredient7053, 600, ml, 456.1, 17.09
ingredient7054, 700, ml, 249.1, 18.39
ingredient7055, 400, ml, 443.5, 6.69
ingredient7056, 900, ml, 762.0, 2.59
ingredient7057, 10, pcs, 6.1, 3.79
ingredient7058, 550, g, 367.9, 14.69
ingredient7059, 350, g, 540.7, 11.49
ingredient7060, 400, g, 159.6, 8.69
ingredient7061, 150, g, 739.3, 7.59
ingredient7062, 200, g, 581.9, 2.69
ingredient7063, 800, ml, 754.6, 19.29
ingredient7064, 450, g, 88.2, 18.59
ingredient7065, 900, ml, 521.8, 7.09
ingredient7066, 600, ml, 93.3, 4.19
ingredient7067, 200, ml, 123.9, 3.89
ingredient7068, 150, g, 205.0, 5.89
ingredient7069, 1, pcs, 156.8, 9.79
ingredient7070, 1000, ml, 63.1, 19.59
ingredient7071, 500, g, 315.9, 16.29
ingredient7072, 500, ml, 202.7, 7.49
ingredient7073, 1100, ml, 113.5, 7.29
ingredient7074, 500, g, 116.1, 6.49
ingredient7075, 300, g, 620.1, 15.29
ingredient7076, 50, g, 202.2, 16.69
ingredient7077, 200, ml, 321.4, 7.29
ingredient7078, 350, g, 223.4, 14.59
ingredient7079, 6, pcs, 132.5, 4.59
ingredient7080, 550, g, 423.4, 12.69
ingredient7081, 300, ml, 248.0, 4.09
ingredient7082, 700, ml, 54.8, 18.19
ingredient7083, 700, ml, 192.5, 19.89
ingredient7084, 400, ml, 737.6, 5.29
ingredient7085, 300, ml, 431.4, 17.99
ingredient7086, 1000, ml, 763.5, 7.29
ingredient7087, 500, g, 565.0, 7.19
ingredient7088, 500, ml, 759.0, 6.79
ingredient7089, 700, ml, 742.9, 18.29
ingredient7090, 100, g, 793.7, 13.19
ingredient7091, 500, ml, 580.5, 17.89
ingredient7092, 450, g, 693.2, 19.39
ingredient7093, 300, g, 561.9, 2.29
ingredient7094, 50, g, 432.9, 13.39
ingredient7095, 400, g, 744.6, 8.39
ingredient7096, 450, g, 191.6, 14.29
ingredient7097, 500, g, 14.7, 5.49
ingredient7098, 500, g, 389.6, 10.79
ingredient7099, 100, ml, 310.6, 13.89
ingredient7100, 800, ml, 696.3, 14.19
ingredient7101, 100, g, 258.5, 4.69
ingredient7102, 450, g, 315.5, 3.59
ingredient7103, 11, pcs, 69.3, 11.99
ingredient7104, 800, ml, 110.5, 3.39
ingredient7105, 550, g, 419.0, 0.89
ingredient7106, 50, g, 770.7, 5.99
ingredient7107, 800, ml, 278.3, 7.89
ingredient7108, 800, ml, 665.4, 4.69
ingredient7109, 10, pcs, 93.6, 7.09
ingredient7110, 200, ml, 662.3, 3.29
ingredient7111, 200, g, 568.1, 16.99
ingredient7112, 300, ml, 652.0, 1.59
ingredient7113, 1000, ml, 667.3, 6.79
ingredient7114, 500, g, 570.3, 8.09
ingredient7115, 300, ml, 229.7, 10.19
ingredient7116, 200, ml, 726.1, 18.59
ingredient7117, 200, g, 305.5, 18.39
ingredient7118, 900, ml, 242.0, 0.69
ingredient7119, 300, g, 534.8, 18.39
ingredient7120, 600, ml, 447.0, 14.49
ingredient7121, 8, pcs, 158.1, 11.39
ingredient7122, 200, ml, 37.4, 1.49
ingredient7123, 900, ml, 298.6, 15.49
ingredient7124, 200, ml, 335.9, 15.59
ingredient7125, 400, g, 347.0, 2.29
ingredient7126, 500, ml, 461.7, 10.89
ingredient7127, 1, pcs, 106.4, 9.59
ingredient7128, 50, g, 126.6, 18.29
ingredient7129, 8, pcs, 114.2, 3.49
ingredient7130, 300, ml, 766.0, 1.59
ingredient7131, 400, g, 638.9, 14.79
ingredient7132, 200, ml, 215.3, 3.29
ingredient7133, 500, g, 736.8, 2.99
ingredient7134, 1100, ml, 662.1, 10.59
ingredient7135, 800, ml, 76.8, 6.29
ingredient7136, 700, ml, 560.7, 6.49
ingredient7137, 400, ml, 88.9, 5.29
ingredient7138, 50, g, 591.8, 9.99
ingredient7139, 300, ml, 34.8, 18.49
ingredient7140, 400, ml, 434.7, 0.89
ingredient7141, 800, ml, 746.0, 8.49
ingredient7142, 200, ml, 722.4, 4.89
ingredient7143, 250, g, 290.0, 17.59
ingredient7144, 200, g, 268.1, 18.99
ingredient7145, 1000, ml, 615.5, 15.99
ingredient7146, 200, ml, 534.3, 4.69
ingredient7147, 150, g, 575.8, 10.29
ingredient7148, 350, g, 456.4, 14.19
ingredient7149, 600, ml, 165.0, 8.89
ingredient7150, 1100, ml, 231.6, 11.99
ingredient7151, 10, pcs, 5.2, 11.99
ingredient7152, 50, g, 218.9, 10.89
ingredient7153, 1100, ml, 472.1, 7.49
ingredient7154, 200, ml, 740.2, 7.99
ingredient7155, 400, g, 783.2, 4.29
ingredient7156, 600, ml, 601.2, 12.69
ingredient7157, 550, g, 262.9, 1.89
ingredient7158, 300, g, 435.9, 10.19
ingredient7159, 2, pcs, 80.5, 9.79
ingredient7160, 450, g, 530.3, 14.79
ingredient7161, 350, g, 369.7, 17.39
ingredient7162, 800, ml, 136.5, 14.09
ingredient7163, 300, ml, 663.3, 11.49
ingredient7164, 300, ml, 241.4, 16.39
ingredient7165, 450, g, 98.7, 6.09
ingredient7166, 50, g, 609.3, 7.19
ingredient7167, 1000, ml, 31.7, 16.09
ingredient7168, 500, g, 289.7, 11.89
ingredient7169, 300, ml, 146.3, 4.59
ingredient7170, 800, ml, 770.4, 12.29
ingredient7171, 500, g, 740.5, 11.59
ingredient7172, 700, ml, 281.2, 2.19
ingredient7173, 450, g, 318.1, 6.09
ingredient7174, 400, g, 532.9, 14.59
ingredient7175, 1100, ml, 794.8, 3.49
ingredient7176, 250, g, 273.9, 18.99
ingredient7177, 4, pcs, 155.8, 9.09
ingredient7178, 500, g, 126.2, 14.39
ingredient7179, 300, g, 723.7, 3.79
ingredient7180, 300, ml, 19.9, 18.39
ingredient7181, 800, ml, 774.1, 16.79
ingredient7182, 700, ml, 439.6, 18.49
ingredient7183, 100, g, 51.6, 1.49
ingredient7184, 1000, ml, 34.6, 14.79
ingredient7185, 900, ml, 431.1, 7.19
ingredient7186, 300, ml, 279.5, 1.69
ingredient7187, 6, pcs, 15.1, 8.19
ingredient7188, 550, g, 734.9, 13.89
ingredient7189, 200, g, 215.8, 4.29
ingredient7190, 800, ml, 397.0, 8.49
ingredient7191, 400, g, 403.0, 16.99
ingredient7192, 1000, ml, 607.4, 8.69
ingredient7193, 10, pcs, 39.3, 3.59
ingredient7194, 600, ml, 171.7, 14.59
ingredient7195, 300, g, 757.1, 2.99
ingredient7196, 400, g, 766.4, 7.59
ingredient7197, 100, ml, 625.2, 14.89
ingredient7198, 50, g, 478.3, 11.19
ingredient7199, 800, ml, 542.6, 0.79
ingredient7200, 100, ml, 40.6, 0.69
ingredient7201, 200, g, 687.2, 1.69
ingredient7202, 600, ml, 370.4, 15.79
ingredient7203, 150, g, 551.3, 18.89
ingredient7204, 400, ml, 272.7, 4.79
ingredient7205, 800, ml, 650.7, 0.99
ingredient7206, 200, g, 317.1, 2.09
ingredient7207, 1, pcs, 155.4, 11.49
ingredient7208, 900, ml, 531.5, 18.89
ingredient7209, 300, g, 330.3, 18.49
ingredient7210, 150, g, 790.0, 10.99
ingredient7211, 2, pcs, 13.5, 7.49
ingredient7212, 100, ml, 462.2, 3.89
ingredient7213, 9, pcs, 143.4, 10.29
ingredient7214, 50, g, 396.5, 11.99
ingredient7215, 300, ml, 186.6, 18.19
ingredient7216, 400, g, 488.5, 4.19
ingredient7217, 450, g, 280.8, 17.79
ingredient7218, 800, ml, 516.8, 1.29
ingredient7219, 2, pcs, 88.2, 16.79
ingredient7220, 100, ml, 45.8, 3.69
ingredient7221, 250, g, 247.5, 15.89
ingredient7222, 400, ml, 523.4, 10.89
ingredient7223, 500, g, 401.1, 1.69
ingredient7224, 500, g, 332.2, 6.79
ingredient7225, 500, g, 686.4, 1.39
ingredient7226, 100, g, 83.0, 16.99
ingredient7227, 550, g, 231.6, 13.29
ingredient7228, 100, ml, 273.6, 18.19
ingredient7229, 10, pcs, 70.1, 6.99
ingredient7230, 700, ml, 611.3, 15.59
ingredient7231, 1000, ml, 677.3, 15.69
ingredient7232, 300, g, 169.4, 17.99
ingredient7233, 400, g, 570.9, 4.29
ingredient7234, 100, g, 798.0, 2.29
ingredient7235, 400, g, 719.8, 1.79
ingredient7236, 1000, ml, 45.4, 10.59
ingredient7237, 5, pcs, 49.8, 12.79
ingredient7238, 800, ml, 251.1, 8.79
ingredient7239, 1000, ml, 656.8, 17.89
ingredient7240, 600, ml, 551.6, 19.19
ingredient7241, 1100, ml, 248.9, 14.89
ingredient7242, 500, ml, 606.9, 18.59
ingredient7243, 8, pcs, 17.3, 2.79
ingredient7244, 400, g, 502.0, 10.59
ingredient7245, 1000, ml, 333.8, 14.09
ingredient7246, 500, g, 190.2, 16.49
ingredient7247, 9, pcs, 136.0, 3.69
ingredient7248, 300, g, 140.4, 5.09
ingredient7249, 350, g, 292.5, 4.69
ingredient7250, 500, g, 506.4, 5.19
ingredient7251, 300, g, 346.7, 5.49
ingredient7252, 400, ml, 239.1, 8.29
ingredient7253, 6, pcs, 13.1, 18.59
ingredient7254, 1100, ml, 386.6, 15.79
ingredient7255, 400, ml, 308.1, 18.19
ingredient7256, 550, g, 381.8, 5.79
ingredient7257, 900, ml, 48.4, 12.09
ingredient7258, 350, g, 280.1, 10.39
ingredient7259, 550, g, 784.0, 6.19
ingredient7260, 400, ml, 194.6, 19.99
ingredient7261, 500, ml, 19.3, 3.39
ingredient7262, 550, g, 459.6, 1.19
ingredient7263, 600, ml, 253.0, 16.19
ingredient7264, 550, g, 118.2, 17.49
ingredient7265, 350, g, 246.2, 4.19
ingredient7266, 200, g, 334.3, 12.99
ingredient7267, 250, g, 239.4, 16.49
ingredient7268, 900, ml, 142.5, 6.49
ingredient7269, 400, g, 653.4, 5.99
ingredient7270, 400, ml, 294.8, 2.09
ingredient7271, 100, ml, 438.9, 6.49
ingredient7272, 250, g, 462.8, 14.79
ingredient7273, 1100, ml, 688.6, 17.79
ingredient7274, 900, ml, 390.8, 19.09
ingredient7275, 900, ml, 159.9, 6.69
ingredient7276, 150, g, 683.6, 10.69
ingredient7277, 800, ml, 143.8, 19.19
ingredient7278, 50, g, 327.8, 15.19
ingredient7279, 200, g, 278.1, 13.39
ingredient7280, 250, g, 677.7, 10.19
ingredient7281, 400, ml, 492.0, 4.59
ingredient7282, 500, ml, 602.6, 2.99
ingredient7283, 9, pcs, 84.9, 1.39
ingredient7284, 200, ml, 383.1, 3.69
ingredient7285, 350, g, 233.9, 12.69
ingredient7286, 350, g, 771.6, 15.29
ingredient7287, 350, g, 226.0, 11.79
ingredient7288, 200, g, 392.7, 13.29
ingredient7289, 550, g, 528.1, 9.09
ingredient7290, 100, ml, 612.5, 17.29
ingredient7291, 350, g, 639.1, 14.29
ingredient7292, 1100, ml, 306.3, 19.59
ingredient7293, 600, ml, 591.2, 10.19
ingredient7294, 300, g, 39.9, 6.59
ingredient7295, 450, g, 295.5, 7.49
ingredient7296, 250, g, 91.4, 17.89
ingredient7297, 3, pcs, 128.1, 4.89
ingredient7298, 900, ml, 291.5, 7.09
ingredient7299, 400, ml, 57.0, 17.39
ingredient7300, 1100, ml, 669.9, 17.99
ingredient7301, 600, ml, 796.2, 14.89
ingredient7302, 1000, ml, 514.9, 12.39
ingredient7303, 300, g, 592.0, 13.39
ingredient7304, 700, ml, 649.1, 2.79
ingredient7305, 400, ml, 233.9, 1.19
ingredient7306, 1100, ml, 199.2, 14.39
ingredient7307, 1, pcs, 22.1, 4.19
ingredient7308, 450, g, 271.9, 17.89
ingredient7309, 11, pcs, 69.2, 9.79
ingredient7310, 500, g, 397.4, 5.99
ingredient7311, 400, ml, 353.3, 14.09
ingredient7312, 200, ml, 200.9, 5.59
ingredient7313, 900, ml, 725.6, 0.79
ingredient7314, 900, ml, 439.3, 1.69
ingredient7315, 450, g, 710.6, 13.19
ingredient7316, 550, g, 698.4, 5.49
ingredient7317, 100, ml, 110.3, 13.69
ingredient7318, 300, ml, 192.3, 9.89
ingredient7319, 500, g, 754.5, 1.69
ingredient7320, 1100, ml, 352.2, 11.09
ingredient7321, 6, pcs, 101.4, 10.49
ingredient7322, 250, g, 779.2, 10.89
ingredient7323, 100, g, 135.4, 13.09
ingredient7324, 550, g, 288.2, 9.69
ingredient7325, 200, g, 408.4, 1.29
ingredient7326, 500, ml, 529.9, 15.59
ingredient7327, 350, g, 176.1, 3.49
ingredient7328, 350, g, 756.7, 18.19
ingredient7329, 200, ml, 153.7, 4.49
ingredient7330, 900, ml, 487.7, 10.39
ingredient7331, 5, pcs, 13.0, 5.39
ingredient7332, 1100, ml, 614.1, 10.09
ingredient7333, 2, pcs, 146.4, 7.79
ingredient7334, 200, g, 637.4, 18.09
ingredient7335, 200, g, 451.0, 17.29
ingredient7336, 800, ml, 716.9, 18.29
ingredient7337, 200, ml, 75.5, 19.29
ingredient7338, 250, g, 31.3, 8.79
ingredient7339, 700, ml, 712.6, 1.09
ingredient7340, 50, g, 199.4, 17.89
ingredient7341, 400, g, 646.3, 0.79
ingredient7342, 400, g, 506.0, 12.79
ingredient7343, 100, g, 423.9, 10.59
ingredient7344, 300, g, 707.7, 17.59
ingredient7345, 400, g, 723.5, 16.99
ingredient7346, 500, ml, 405.1, 15.19
ingredient7347, 100, g, 126.4, 5.39
ingredient7348, 300, ml, 17.0, 13.09
ingredient7349, 3, pcs, 114.7, 12.29
ingredient7350, 250, g, 613.4, 16.79
ingredient7351, 4, pcs, 101.1, 7.09
ingredient7352, 200, g, 608.6, 10.09
ingredient7353, 600, ml, 367.0, 19.49
ingredient7354, 550, g, 417.7, 7.49
ingredient7355, 200, g, 295.6, 11.39
ingredient7356, 250, g, 696.2, 12.99
ingredient7357, 200, ml, 770.8, 10.69
ingredient7358, 250, g, 643.7, 4.89
ingredient7359, 200, g, 117.4, 12.49
ingredient7360, 100, ml, 240.7, 8.09
ingredient7361, 600, ml, 788.3, 19.49
ingredient7362, 1000, ml, 265.8, 4.09
ingredient7363, 900, ml, 396.3, 10.09
ingredient7364, 250, g, 25.1, 18.29
ingredient7365, 300, ml, 169.4, 17.89
ingredient7366, 600, ml, 177.9, 7.79
ingredient7367, 1000, ml, 496.0, 10.69
ingredient7368, 100, ml, 337.5, 0.89
ingredient7369, 10, pcs, 66.2, 4.09
ingredient7370, 100, g, 121.4, 9.99
ingredient7371, 200, ml, 112.0, 17.69
ingredient7372, 450, g, 108.5, 4.29
ingredient7373, 700, ml, 630.7, 11.79
ingredient7374, 250, g, 780.3, 10.19
ingredient7375, 1000, ml, 297.8, 1.39
ingredient7376, 550, g, 441.3, 15.69
ingredient7377, 200, ml, 136.5, 15.59
ingredient7378, 1100, ml, 593.9, 1.69
ingredient7379, 500, ml, 590.4, 12.99
ingredient7380, 400, ml, 446.5, 0.89
ingredient7381, 100, g, 419.6, 8.49
ingredient7382, 150, g, 418.2, 10.09
ingredient7383, 200, ml, 692.5, 8.59
ingredient7384, 800, ml, 35.3, 0.69
ingredient7385, 500, g, 484.4, 4.19
ingredient7386, 200, g, 21.3, 19.89
ingredient7387, 600, ml, 662.7, 4.99
ingredient7388, 300, g, 515.7, 4.59
ingredient7389, 200, g, 390.8, 11.29
ingredient7390, 250, g, 608.0, 11.29
ingredient7391, 50, g, 347.4, 6.39
ingredient7392, 150, g, 87.4, 12.89
ingredient7393, 4, pcs, 107.4, 0.69
ingredient7394, 1000, ml, 228.7, 5.99
ingredient7395, 100, g, 545.9, 5.49
ingredient7396, 350, g, 218.3, 9.59
ingredient7397, 200, ml, 675.2, 8.09
ingredient7398, 1100, ml, 123.5, 12.59
ingredient7399, 250, g, 412.9, 11.29
ingredient7400, 350, g, 665.0, 1.39
ingredient7401, 200, g, 259.1, 11.89
ingredient7402, 100, ml, 228.0, 6.49
ingredient7403, 800, ml, 672.6, 3.89
ingredient7404, 300, ml, 470.6, 5.69
ingredient7405, 300, ml, 87.9, 10.49
ingredient7406, 800, ml, 774.0, 3.49
ingredient7407, 100, g, 555.0, 1.99
ingredient7408, 1000, ml, 52.7, 12.29
ingredient7409, 200, ml, 61.7, 13.19
ingredient7410, 450, g, 764.6, 15.69
ingredient7411, 8, pcs, 143.7, 1.99
ingredient7412, 400, ml, 729.2, 11.79
ingredient7413, 100, ml, 585.5, 5.29
ingredient7414, 150, g, 43.4, 18.99
ingredient7415, 400, ml, 43.7, 12.89
ingredient7416, 800, ml, 795.1, 14.49
ingredient7417, 3, pcs, 6.1, 0.89
ingredient7418, 50, g, 558.5, 0.69
ingredient7419, 800, ml, 752.1, 13.79
ingredient7420, 100, ml, 597.4, 9.09
ingredient7421, 300, g, 305.8, 8.89
ingredient7422, 100, ml, 309.0, 18.69
ingredient7423, 400, g, 428.2, 11.99
ingredient7424, 500, g, 58.8, 8.59
ingredient7425, 600, ml, 241.3, 11.49
ingredient7426, 400, g, 369.3, 5.39
ingredient7427, 1000, ml, 80.1, 10.49
ingredient7428, 400, g, 588.6, 3.99
ingredient7429, 50, g, 481.3, 6.89
ingredient7430, 500, ml, 543.3, 13.69
ingredient7431, 50, g, 26.2, 19.39
ingredient7432, 200, ml, 245.3, 19.19
ingredient7433, 4, pcs, 61.0, 14.19
ingredient7434, 1100, ml, 18.8, 11.89
ingredient7435, 500, g, 697.9, 0.89
ingredient7436, 500, g, 746.4, 7.59
ingredient7437, 800, ml, 207.7, 11.59
ingredient7438, 300, ml, 73.7, 14.19
ingredient7439, 50, g, 30.8, 2.19
ingredient7440, 500, g, 134.6, 12.19
ingredient7441, 1100, ml, 688.5, 15.59
ingredient7442, 200, ml, 157.4, 17.79
ingredient7443, 550, g, 286.0, 15.19
ingredient7444, 500, ml, 588.4, 8.09
ingredient7445, 200, ml, 444.0, 19.19
ingredient7446, 250, g, 587.4, 3.29
ingredient7447, 400, g, 250.4, 9.79
ingredient7448, 300, g, 382.3, 18.69
ingredient7449, 100, g, 403.6, 13.59
ingredient7450, 700, ml, 241.7, 15.09
ingredient7451, 4, pcs, 154.3, 15.29
ingredient7452, 200, g, 318.7, 3.39
ingredient7453, 500, ml, 143.3, 11.89
ingredient7454, 400, g, 224.2, 12.49
ingredient7455, 400, g, 402.6, 13.29
ingredient7456, 800, ml, 547.1, 17.89
ingredient7457, 4, pcs, 111.9, 15.19
ingredient7458, 450, g, 37.0, 5.79
ingredient7459, 11, pcs, 89.2, 3.79
ingredient7460, 250, g, 424.2, 2.29
ingredient7461, 150, g, 682.5, 2.09
ingredient7462, 350, g, 131.6, 18.39
ingredient7463, 400, g, 41.5, 5.29
ingredient7464, 300, ml, 788.4, 8.29
ingredient7465, 700, ml, 770.8, 12.69
ingredient7466, 700, ml, 678.2, 13.79
ingredient7467, 150, g, 15.1, 19.09
ingredient7468, 1000, ml, 306.6, 14.09
ingredient7469, 600, ml, 456.4, 13.99
ingredient7470, 100, ml, 587.5, 9.99
ingredient7471, 600, ml, 682.4, 17.49
ingredient7472, 400, g, 753.1, 15.89
ingredient7473, 450, g, 335.1, 18.09
ingredient7474, 50, g, 516.6, 19.19
ingredient7475, 550, g, 149.5, 15.49
ingredient7476, 250, g, 698.3, 12.59
ingredient7477, 9, pcs, 154.2, 7.79
ingredient7478, 900, ml, 119.4, 4.59
ingredient7479, 300, ml, 28.0, 11.29
ingredient7480, 1000, ml, 14.6, 13.69
ingredient7481, 9, pcs, 65.9, 12.19
ingredient7482, 200, ml, 697.5, 7.39
ingredient7483, 400, g, 610.0, 15.29
ingredient7484, 450, g, 609.5, 8.09
ingredient7485, 400, ml, 21.8, 11.49
ingredient7486, 450, g, 775.7, 19.49
ingredient7487, 9, pcs, 116.9, 3.49
ingredient7488, 100, g, 406.4, 6.99
ingredient7489, 8, pcs, 4.8, 2.69
ingredient7490, 1000, ml, 110.6, 9.79
ingredient7491, 200, g, 467.9, 2.39
ingredient7492, 300, g, 297.9, 11.99
ingredient7493, 250, g, 499.0, 14.79
ingredient7494, 900, ml, 617.5, 6.19
ingredient7495, 600, ml, 61.2, 9.59
ingredient7496, 450, g, 150.3, 12.69
ingredient7497, 450, g, 337.5, 10.29
ingredient7498, 600, ml, 162.8, 9.19
ingredient7499, 6, pcs, 108.1, 2.79
ingredient7500, 400, g, 291.8, 0.69
ingredient7501, 50, g, 125.7, 11.59
ingredient7502, 300, ml, 80.1, 1.49
ingredient7503, 700, ml, 376.2, 9.89
ingredient7504, 400, g, 638.4, 19.09
ingredient7505, 800, ml, 118.9, 1.79
ingredient7506, 50, g, 65.7, 18.69
ingredient7507, 3, pcs, 70.2, 18.39
ingredient7508, 200, g, 296.2, 11.39
ingredient7509, 300, g, 107.2, 8.29
ingredient7510, 400, g, 522.7, 6.89
ingredient7511, 100, g, 419.8, 5.39
ingredient7512, 1100, ml, 361.1, 15.19
ingredient7513, 600, ml, 215.2, 8.49
ingredient7514, 700, ml, 383.4, 3.99
ingredient7515, 400, g, 224.5, 12.59
ingredient7516, 250, g, 478.8, 13.09
ingredient7517, 10, pcs, 122.4, 15.39
ingredient7518, 100, ml, 709.4, 11.29
ingredient7519, 1000, ml, 192.5, 16.79
ingredient7520, 500, g, 21.5, 11.99
ingredient7521, 400, g, 692.7, 18.39
ingredient7522, 500, g, 141.3, 11.99
ingredient7523, 10, pcs, 159.8, 15.29
ingredient7524, 900, ml, 372.7, 18.29
ingredient7525, 150, g, 245.7, 17.89
ingredient7526, 50, g, 542.8, 13.69
ingredient7527, 600, ml, 400.0, 18.49
ingredient7528, 400, ml, 93.4, 15.59
ingredient7529, 6, pcs, 6.6, 8.89
ingredient7530, 700, ml, 319.0, 4.79
ingredient7531, 700, ml, 243.9, 11.99
